time,leaflet,angle,x,y,z
0.0,0,2.682704217722054,0.009064408,0.045918707,0.99890405
0.0,1,3.003874106062085,0.049378164,-0.017547522,-0.998626
1000.0,0,1.9016631989514599,-0.01611892,-0.029006703,0.99944925
1000.0,1,7.223250009728332,0.07831241,0.09837039,-0.99206376
2000.0,0,3.9019400682862977,-0.06721851,0.010601557,0.9976819
2000.0,1,4.853612138537272,0.0110423835,0.083887435,-0.9964141
3000.0,0,3.807966376402074,-0.054628916,-0.037767787,0.99779224
3000.0,1,8.9208153045995,0.05873801,0.14351422,-0.9879036
4000.0,0,4.145576103157402,-0.036967505,-0.06212442,0.9973836
4000.0,1,8.86640802290546,-0.008285028,0.15390843,-0.9880504
5000.0,0,4.5541895399674575,-0.079367094,-0.0023530014,0.9968427
5000.0,1,7.19513841306167,-0.08617563,0.09089059,-0.99212533
6000.0,1,4.219233197187577,-0.02173138,0.070290945,-0.9972898
6000.0,0,1.8477973696972037,0.001028374,0.03222855,0.99947995
7000.0,0,1.6743282728358742,0.026677595,0.011920142,0.99957305
7000.0,1,4.568746924483605,-0.04337225,0.06681211,-0.9968224
8000.0,0,3.5702900351952263,-0.0008182219,0.062268145,0.9980591
8000.0,1,1.4444201025736731,-0.024900964,-0.003927178,-0.99968225
9000.0,0,4.713846823146266,0.034273785,0.07469162,0.9966175
9000.0,1,2.276064844388088,0.030674977,0.025226807,-0.999211
10000.0,0,9.254189420291592,0.033245374,0.15734078,0.9869846
10000.0,1,2.0376885632266237,-0.020825788,-0.028820843,-0.9993676
11000.0,0,6.5374707313293,-0.054068636,0.100195415,0.99349755
11000.0,1,4.687802021675395,0.05708243,-0.058488023,-0.9966548
12000.0,1,7.797093595713733,0.12216211,-0.059004422,-0.9907547
12000.0,0,6.734263125136761,-0.06064508,0.10036542,0.99310064
13000.0,1,5.798294717224536,0.06399301,-0.078174606,-0.9948837
13000.0,0,6.566920220012492,-0.037954308,0.10788189,0.99343896
14000.0,0,4.979529000851299,0.04008862,0.076988235,0.9962257
14000.0,1,3.322485446013985,0.03064285,-0.04919235,-0.99831915
15000.0,0,4.992770385653244,0.025896583,0.08308819,0.9962057
15000.0,1,5.418588756818082,0.091579944,-0.023031289,-0.9955314
16000.0,0,7.487498694266948,0.097433046,0.08653003,0.9914733
16000.0,1,2.9574409048343,0.01987229,-0.047613267,-0.99866813
17000.0,0,10.402535058013891,0.14374256,0.10927482,0.9835635
17000.0,1,2.5479881560556805,-0.01549711,-0.041668653,-0.9990113
18000.0,0,7.465399782978293,0.11821099,0.053920306,0.99152344
18000.0,1,2.620772700960032,-0.028060718,-0.036102396,-0.99895406
19000.0,0,6.322729239237128,0.10837961,-0.01955066,0.9939173
19000.0,1,0.11703392759136477,-0.0020583058,-0.0002491387,-0.9999979
20000.0,1,3.9591348035577028,-0.00028432466,-0.06904472,-0.9976135
20000.0,0,4.617152297691158,0.038985845,-0.07042689,0.9967548
21000.0,0,4.858412927209635,0.0846765,-0.0017359351,0.99640703
21000.0,1,3.7388977352538006,-0.012041304,-0.06408878,-0.9978716
22000.0,0,2.4451260237012433,0.03886053,-0.017607335,0.99908954
22000.0,1,6.434589247768855,-0.019965127,-0.11027633,-0.99370044
23000.0,0,3.913265523527668,0.05555425,-0.039639268,0.9976685
23000.0,1,8.302670514035782,-0.08181276,-0.11899022,-0.98951906
24000.0,0,7.7350235441853705,0.103270605,0.086314715,0.99090105
24000.0,1,3.9635343535433094,-0.06550301,-0.022070793,-0.99760824
25000.0,0,3.383387648019396,-0.039683178,0.0436844,0.9982569
25000.0,1,3.9984107750084377,-0.06704082,-0.019174276,-0.997566
26000.0,0,6.205640579278681,0.05601631,0.092451006,0.9941403
26000.0,1,5.201155564927632,-0.06218461,-0.065962434,-0.9958825
27000.0,1,5.991193684691581,-0.05533655,-0.088499166,-0.99453795
27000.0,0,6.264848496116533,0.022237098,0.10683503,0.9940281
28000.0,0,8.11224893454315,0.01807935,0.1399498,0.9899935
28000.0,1,7.213492700627569,-0.07344346,-0.10184873,-0.99208516
29000.0,0,6.408084163305547,0.087592304,0.06916801,0.9937522
29000.0,1,7.4050177306352225,-0.11003124,-0.0671104,-0.9916598
30000.0,0,6.167072752869815,0.10198571,0.033759933,0.99421287
30000.0,1,8.559743212626017,-0.1337343,-0.06533523,-0.98886114
31000.0,0,5.462065840330022,0.085866846,0.04107807,0.99545944
31000.0,1,11.227737884819646,-0.16827701,-0.0979517,-0.980861
32000.0,0,7.905867081251173,0.1353469,0.024496937,0.9904954
32000.0,1,8.717422779117328,-0.13388476,-0.071033604,-0.98844784
33000.0,0,4.9759079939803685,0.08340668,0.02380386,0.9962312
33000.0,1,9.081665052831966,-0.10172676,-0.12068919,-0.9874643
34000.0,1,9.957971089399933,-0.11731875,-0.12704168,-0.98493487
34000.0,0,6.380793641150836,0.10871234,-0.023082767,0.99380517
35000.0,0,6.001850726145316,0.104550764,0.0014675182,0.9945185
35000.0,1,9.691017307092409,-0.12155873,-0.116448276,-0.9857298
36000.0,0,4.081159357654216,0.05205253,0.04853534,0.99746424
36000.0,1,11.130717017732138,-0.13685247,-0.13615796,-0.98118925
37000.0,0,3.795243830583522,0.050380055,0.042931568,0.99780697
37000.0,1,8.106099526188984,-0.09584362,-0.103425935,-0.99000865
38000.0,0,1.4369493838792082,0.0025153193,0.024951078,0.99968547
38000.0,1,7.492005034283835,-0.10551194,-0.07660421,-0.99146307
39000.0,0,2.172858130719103,-0.03614337,-0.011454043,0.999281
39000.0,1,11.720017348588271,-0.13023962,-0.155882,-0.97915184
40000.0,0,5.0922760672385445,-0.06441172,0.06106973,0.99605304
40000.0,1,13.259176332633757,-0.117996,-0.19667551,-0.97334254
41000.0,1,13.702572795536184,-0.14053772,-0.1906884,-0.9715385
41000.0,0,4.447789314951979,-0.055983346,0.053666115,0.99698836
42000.0,0,4.983225865913121,-0.08661125,-0.0066263154,0.9962202
42000.0,1,12.959205745740007,-0.13279817,-0.18070956,-0.97453
43000.0,0,2.5984205967627414,-0.010067779,-0.04420401,0.9989718
43000.0,1,10.40317810162307,-0.07296196,-0.16517684,-0.98356146
44000.0,0,3.854578827364062,-0.044941712,-0.04999377,0.9977378
44000.0,1,11.920033007811355,-0.13238633,-0.15854093,-0.9784368
45000.0,0,4.176216984061453,-0.03340488,-0.064710714,0.9973448
45000.0,1,12.355770357449302,-0.13675658,-0.16457714,-0.9768377
46000.0,0,1.9617421142796108,0.029835574,-0.016786579,0.9994139
46000.0,1,11.241182703847556,-0.14283763,-0.13266054,-0.9808153
47000.0,1,12.167856946896734,-0.13448256,-0.16229974,-0.9775343
47000.0,0,7.035754967077309,0.06692535,-0.10258936,0.9924699
48000.0,0,6.999248283444333,0.04164463,-0.11451952,0.99254775
48000.0,1,12.463277521594563,-0.14464302,-0.16016865,-0.9764345
49000.0,0,6.245886195089799,0.0816977,-0.07184696,0.99406415
49000.0,1,13.699747212697275,-0.16724788,-0.16768551,-0.9715501
50000.0,0,6.824524721623789,0.058661573,-0.10334043,0.9929147
50000.0,1,12.288318250133472,-0.15238093,-0.14858392,-0.977089
51000.0,0,7.5180992852312585,0.09960856,-0.08483546,0.9914036
51000.0,1,12.463942123146182,-0.17331406,-0.12861876,-0.976432
52000.0,0,7.976686291346086,0.064660884,-0.122784965,0.9903246
52000.0,1,12.430685443836012,-0.14778227,-0.1565139,-0.9765571
53000.0,0,8.454379901845005,0.11969027,-0.08537983,0.98913324
53000.0,1,11.624288288631277,-0.13914865,-0.14572977,-0.9794899
54000.0,1,13.492042601049604,-0.1626492,-0.16726923,-0.9724023
54000.0,0,7.475066080674874,0.0762396,-0.10541436,0.99150157
55000.0,1,14.004121197166853,-0.065777086,-0.23288056,-0.9702783
55000.0,0,6.021611121194907,0.031365164,-0.10010478,0.9944824
56000.0,0,4.3395080385108225,0.035993986,-0.066557154,0.99713314
56000.0,1,15.624065193743519,-0.10364532,-0.24858262,-0.96304953
57000.0,0,5.003158315402912,0.07482839,-0.04479348,0.9961899
57000.0,1,15.287896372487154,-0.14140104,-0.22254714,-0.96461314
58000.0,0,4.6657704253341645,-0.0060354224,-0.08111881,0.99668616
58000.0,1,14.193888005242684,-0.08125706,-0.23134902,-0.96947145
59000.0,0,7.874271834250639,0.01816746,-0.13578995,0.9905711
59000.0,1,15.42542773702121,-0.13226657,-0.23076609,-0.96397746
60000.0,0,7.841899353050313,0.07101888,-0.116500005,0.9906483
60000.0,1,14.237124317222197,-0.16394468,-0.18332049,-0.96928614
61000.0,0,9.569778280434303,0.11190147,-0.12295006,0.98608387
61000.0,1,14.325877052089396,-0.1541438,-0.19355766,-0.9689041
62000.0,1,14.687290443984608,-0.11384864,-0.22654538,-0.967324
62000.0,0,10.853803379568145,0.13996053,-0.1259734,0.98211086
63000.0,0,11.966537214942894,0.13241643,-0.15954947,0.97826886
63000.0,1,13.46190008362592,-0.059636652,-0.22503056,-0.9725249
64000.0,0,9.945798396313847,0.048785903,-0.16568337,0.9849716
64000.0,1,16.814680501658074,-0.0682609,-0.2811079,-0.9572454
65000.0,0,13.049476089710128,0.11505469,-0.19427991,0.9741754
65000.0,1,16.531496131378617,-0.03617369,-0.28223366,-0.95866346
66000.0,0,11.42042570844744,0.10497527,-0.16788946,0.98020065
66000.0,1,15.524584714495148,-0.038961045,-0.26480097,-0.96351564
67000.0,0,12.106475389456605,0.023974268,-0.2083542,0.97775954
67000.0,1,15.268676481229448,-0.09469604,-0.24573089,-0.96470153
68000.0,0,13.214791389682382,0.06453558,-0.21930389,0.97351986
68000.0,1,17.03416127168572,-0.10965187,-0.27164567,-0.95613027
69000.0,1,19.117755506395042,-0.08572991,-0.3160912,-0.94484746
69000.0,0,15.186189734765055,0.08146223,-0.24896826,0.9650796
70000.0,0,13.484326035313858,0.07143211,-0.2219686,0.97243375
70000.0,1,18.942973216027013,-0.047633916,-0.3211131,-0.94584215
71000.0,0,9.457396050252544,0.03282113,-0.16100296,0.98640805
71000.0,1,17.33321752669511,-0.010856456,-0.29773057,-0.95458823
72000.0,0,12.925782576545833,0.10060362,-0.19978885,0.97466063
72000.0,1,17.750751058562912,-0.041739076,-0.30200613,-0.9523918
73000.0,0,10.985785094018787,0.07879438,-0.1735127,0.9816745
73000.0,1,16.213099777366324,-0.03289669,-0.27726614,-0.9602299
74000.0,0,11.56232960473427,0.08823729,-0.1799663,0.97970724
74000.0,1,16.14747217353468,0.0011219789,-0.27810836,-0.96054906
75000.0,1,16.910255280995614,0.0033193678,-0.2908546,-0.9567615
75000.0,0,11.648314341526284,0.04739828,-0.19626151,0.97940534
76000.0,1,16.357306023425906,0.056427937,-0.2759157,-0.9595241
76000.0,0,11.20150367589466,0.10396407,-0.1640991,0.98095006
77000.0,0,13.640572395495573,0.1272248,-0.19856948,0.97179425
77000.0,1,16.317533151457468,0.009474075,-0.2808007,-0.95971936
78000.0,0,13.644395302606076,0.089940816,-0.21807629,0.97177845
78000.0,1,17.98618772224151,0.006358855,-0.30872235,-0.9511309
79000.0,0,14.72071185929888,0.11272846,-0.22773457,0.9671759
79000.0,1,18.059005409176393,0.028585777,-0.3086755,-0.9507378
80000.0,0,15.841277171824574,0.115357436,-0.24740075,0.9620215
80000.0,1,18.71766778251424,0.04209473,-0.31813222,-0.94711137
81000.0,0,12.893774542687412,0.10513506,-0.19682477,0.9747854
81000.0,1,16.615615090742608,0.008903664,-0.2858109,-0.9582446
82000.0,1,19.21918541438268,-0.0077705313,-0.32909116,-0.94426614
82000.0,0,14.451911967684214,0.10774947,-0.22510888,0.9683574
83000.0,1,18.47212340066025,0.0129072545,-0.31658015,-0.9484779
83000.0,0,12.456946234216566,0.089973465,-0.19604553,0.9764584
84000.0,0,13.903995373383818,0.13261302,-0.20038922,0.9706997
84000.0,1,19.762642173999808,0.008558826,-0.33801603,-0.94110143
85000.0,0,14.597287103808162,0.14890887,-0.20332731,0.9677211
85000.0,1,18.260306637116315,-0.020739812,-0.31264746,-0.9496428
86000.0,0,11.76125356341163,0.12810615,-0.15854691,0.97900546
86000.0,1,15.754407816567664,0.022294495,-0.27059782,-0.96243435
87000.0,0,14.512735082206014,0.16216737,-0.191049,0.96809196
87000.0,1,16.731415939526215,-0.059453327,-0.2816798,-0.9576648
88000.0,0,14.147700219568454,0.16744407,-0.17805824,0.9696688
88000.0,1,17.709089956499867,0.0033132492,-0.30416617,-0.95261323
89000.0,0,14.005772257952815,0.15605965,-0.1849835,0.97027135
89000.0,1,17.24144052681197,-0.024989024,-0.29534364,-0.9550642
90000.0,1,17.341835479419984,-0.010485375,-0.29788753,-0.9545434
90000.0,0,15.672999566531368,0.14715534,-0.22654924,0.96281916
91000.0,0,14.285077397274813,0.10891705,-0.22140676,0.96908
91000.0,1,17.265872811445092,-0.026593933,-0.29561234,-0.95493776
92000.0,0,14.66979688440659,0.12888297,-0.21799935,0.9674014
92000.0,1,20.08993207544981,0.014197573,-0.34320116,-0.9391546
93000.0,0,16.83233270799452,0.15902323,-0.24199907,0.95715624
93000.0,1,19.47982479042355,0.024596695,-0.33256665,-0.9427589
94000.0,0,14.30980281612401,0.12350604,-0.21409507,0.96897346
94000.0,1,19.903330844658313,0.027353738,-0.33933353,-0.94026834
95000.0,0,15.991784806167361,0.17271112,-0.21464115,0.9613012
95000.0,1,17.256827201644853,0.0016166352,-0.296651,-0.95498455
96000.0,1,17.666220244630892,0.0137849795,-0.30315813,-0.9528405
96000.0,0,15.462541618589686,0.1426187,-0.22525544,0.96380496
97000.0,1,16.12020174781634,0.008803236,-0.27751392,-0.96068126
97000.0,0,12.975125113884852,0.082122736,-0.20897059,0.97446764
98000.0,0,13.642729919664857,0.12504621,-0.19999173,0.97178537
98000.0,1,15.590694116789706,-0.00053341297,-0.26876295,-0.96320623
99000.0,0,12.902663018242466,0.15652837,-0.15924731,0.9747508
99000.0,1,16.430209118537334,0.017908104,-0.28227997,-0.959165
100000.0,0,11.954491327802758,0.11938014,-0.16927259,0.9783124
100000.0,1,15.83668461234788,0.021986127,-0.2720092,-0.96204346
101000.0,0,15.703121629112186,0.18325278,-0.19917704,0.962677
101000.0,1,15.68564885921603,0.022890309,-0.26938862,-0.9627595
102000.0,0,13.670964081237102,0.16561069,-0.16861925,0.971669
102000.0,1,16.586628249898837,0.061893,-0.2786744,-0.9583892
103000.0,0,12.989657975015838,0.14043564,-0.1755043,0.97441065
103000.0,1,15.088496953090726,0.034934513,-0.25795588,-0.9655249
104000.0,1,17.987105653430092,0.019175876,-0.3082071,-0.951126
104000.0,0,15.191624705993569,0.17415193,-0.19580679,0.9650548
105000.0,0,12.249667705746006,0.15685496,-0.14287609,0.97723234
105000.0,1,13.476605537493555,0.016385825,-0.23247157,-0.97246516
106000.0,0,14.593696174217314,0.161658,-0.19326662,0.96773684
106000.0,1,16.150173471588346,0.0018797845,-0.27814952,-0.96053594
107000.0,0,12.637366523672023,0.1577461,-0.15159392,0.9757743
107000.0,1,14.715953502102565,-0.0024130763,-0.25401586,-0.967197
108000.0,0,12.952396862004113,0.12307368,-0.1873295,0.9745566
108000.0,1,15.855782665472987,0.024706405,-0.27209774,-0.96195245
109000.0,0,11.011364573458241,0.15652598,-0.10946234,0.9815893
109000.0,1,15.376845544006557,0.028511895,-0.26362926,-0.96420264
110000.0,0,13.857502617793237,0.153688,-0.18369569,0.9708944
110000.0,1,15.701985970294174,-0.0030953328,-0.27061608,-0.96268237
111000.0,1,16.71849313782417,-0.05139178,-0.28304195,-0.95772964
111000.0,0,13.651617536232163,0.1550718,-0.17792462,0.9717487
112000.0,0,12.3958130397117,0.11796497,-0.17934562,0.97668797
112000.0,1,17.777335490665365,-0.010305181,-0.30514473,-0.95225024
113000.0,0,11.124116569957467,0.13998938,-0.13276647,0.9812115
113000.0,1,15.899721843266065,0.0109649645,-0.27373502,-0.96174264
114000.0,0,12.58310207686931,0.11940839,-0.18221605,0.975981
114000.0,1,16.624939530611414,0.004124075,-0.28607595,-0.95819813
115000.0,0,13.846376380251185,0.09992144,-0.21746153,0.9709409
115000.0,1,16.124038372374997,-0.007220601,-0.2776239,-0.9606627
116000.0,0,13.692751452138815,0.11868194,-0.20481385,0.9715791
116000.0,1,16.690417179647085,0.064158954,-0.27994242,-0.95787054
117000.0,0,12.7967062327949,0.12749648,-0.18111749,0.9751621
117000.0,1,16.518504940565805,0.010448856,-0.28413296,-0.95872796
118000.0,1,17.804317636471836,0.00299875,-0.30575234,-0.9521063
118000.0,0,15.79464489894719,0.14226042,-0.23205505,0.96224344
119000.0,0,14.793766342405972,0.13689825,-0.21554035,0.9668512
119000.0,1,17.653712863144335,-0.02178606,-0.3024798,-0.9529068
120000.0,0,12.5049848951043,0.060190648,-0.20799048,0.9762772
120000.0,1,16.79807434321151,0.026259933,-0.28780422,-0.95732915
121000.0,0,14.000874965887178,0.15371913,-0.18682556,0.97029203
